Number of hit	Text ID	Context before	Query item	Context after	Tagged context before	Tagged query item	Tagged context after	Activity description	Selected characterisations of conversation type	Transcription conventions used	Sample release inclusion	List of speaker IDs	Number of speakers	Recording date	Recording length	Recording location	Recording period	Year of recording	Inter-speaker relationship	Topics covered	Transcriber	URL	Match-begin corpus position	Match-end corpus position
248	SHC8	up ? I would n't hide it up well I do n't know it is I I had a its	been sat	er I had a box of chocolates bought for me yeah they got nuts in yeah I go to get	up_RP ?_YQUE I_PPIS1 would_VM n't_XX hide_VVI it_PPH1 up_RP well_RR I_PPIS1 do_VD0 n't_XX know_VVI it_PPH1 is_VBZ I_PPIS1 I_PPIS1 had_VHD a_AT1 its_APPGE	been_VBN sat_VVN	er_UH I_PPIS1 had_VHD a_AT1 box_NN1 of_IO chocolates_NN2 bought_VVN for_IF me_PPIO1 yeah_UH they_PPHS2 got_VVD nuts_NN2 in_II yeah_UH I_PPIS1 go_VV0 to_TO get_VVI	General Chat	Discussing, explaining	Revised	Texts not in Sample release	S0012 S0013 S0278 S0370	4	2015-01-10	0:54:42	Speakers' home	2015 Q1	2015	Close family, partners, very close friends	War and conflicts, beginnings of life, weather, ancestors, police, furniture.	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=247	5797602	5797603
249	SHJJ	write hi and you know you told me once before you sort of asked them what you doing ? I	'm sitting	mm you know ? she would so often do things like that you would n't know yeah yeah very much	write_VVI hi_UH and_CC you_PPY know_VV0 you_PPY told_VVD me_PPIO1 once_CS before_CS you_PPY sort_RR21 of_RR22 asked_VVD them_PPHO2 what_DDQ you_PPY doing_VDG ?_YQUE I_PPIS1	'm_VBM sitting_VVG	mm_UH you_PPY know_VV0 ?_YQUE she_PPHS1 would_VM so_RR often_RR do_VDI things_NN2 like_II that_DD1 you_PPY would_VM n't_XX know_VVI yeah_UH yeah_UH very_RG much_DA1		Discussing, Explaining, Inquiring, Announcing, Anecdote telling	Revised	Texts not in Sample release	S0070 S0180	2	2014-08-14	0:31:33	Gordon Square, London	2014 Q3	2014	Close family, partners, very close friends	Language teaching/work, Layout of the park, Lime trees, Chinese guests, Pandas, Bears in China, Landscape and wildlife in China, Boy catches a pigeon, Tibet, China, Tourism in Paris, West Ham United, Devon, Travelling in rural areas, Driving in rural areas, Getting to the Isle of White, Salt in food, A colleague, PhD supervision, Coconut cake and coffee, Chuggers, Coffee, Trinkets, Mobiles, WeChat, Chinese birthdays, Chinese friends, Teaching English in China, Teaching TEFL, Death penalty in China, Drugs	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=248	5867012	5867013
250	SHK7	put traps down never caught anything no and then I got m- my Jack Russell mm and one night I	was sitting	there in the living room she was --UNCLEARWORD down the carpet mm and I 'm going what 's she doing	put_VVD traps_NN2 down_RP never_RR caught_VVN anything_PN1 no_UH and_CC then_RT I_PPIS1 got_VVD m-_FU my_APPGE Jack_NP1 Russell_NP1 mm_UH and_CC one_MC1 night_NNT1 I_PPIS1	was_VBDZ sitting_VVG	there_RL in_II the_AT living_NN1 room_NN1 she_PPHS1 was_VBDZ --UNCLEARWORD_FU down_II the_AT carpet_NN1 mm_UH and_CC I_PPIS1 'm_VBM going_VVG what_DDQ 's_VBZ she_PPHS1 doing_VDG		Discussing, anecdote telling	Revised	Texts within Sample release	S0255 S0259	2	2014-09-25	0:10:07	Speaker's house	2014 Q3	2014	Acquaintances	Spiders, mice, birds	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=249	5873511	5873512
251	SHLT	practice yeah yeah well while we sat there Andrew had about six texts while we sat there and at I	was sat	there I do n't like it --UNCLEARWORD mind you a couple of them were from --ANONnameF were w- reading them	practice_NN1 yeah_UH yeah_UH well_RR while_CS we_PPIS2 sat_VVD there_RL Andrew_NP1 had_VHD about_RG six_MC texts_NN2 while_CS we_PPIS2 sat_VVD there_RL and_CC at_II I_PPIS1	was_VBDZ sat_VVN	there_RL I_PPIS1 do_VD0 n't_XX like_VVI it_PPH1 --UNCLEARWORD_FU mind_VV0 you_PPY a_AT1 couple_NN1 of_IO them_PPHO2 were_VBDR from_II --ANONnameF_NP1 were_VBDR w-_FU reading_VVG them_PPHO2	Family having a cup of tea.	Discussing, explaining, anecdote telling, telling jokes	Original	Texts within Sample release	S0012 S0013 S0024 S0144	4	2012-03-26	0:22:55	ANON's home, Norfolk	2012 Q1	2012	Close family, partners, very close friends	Texting, germs, toilets	T20	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=250	5886253	5886254
252	SHLT	I did n't realise when you see these erm pundits on the television you know or or football pundits they	're sitting	there they 've got these lug things in have n't they mm or most most of them have got these	I_PPIS1 did_VDD n't_XX realise_VVI when_CS you_PPY see_VV0 these_DD2 erm_UH pundits_NN2 on_II the_AT television_NN1 you_PPY know_VV0 or_CC or_CC football_NN1 pundits_NN2 they_PPHS2	're_VBR sitting_VVG	there_RL they_PPHS2 've_VH0 got_VVN these_DD2 lug_NN1 things_NN2 in_RP have_VH0 n't_XX they_PPHS2 mm_UH or_CC most_DAT most_DAT of_IO them_PPHO2 have_VH0 got_VVN these_DD2	Family having a cup of tea.	Discussing, explaining, anecdote telling, telling jokes	Original	Texts within Sample release	S0012 S0013 S0024 S0144	4	2012-03-26	0:22:55	ANON's home, Norfolk	2012 Q1	2012	Close family, partners, very close friends	Texting, germs, toilets	T20	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=251	5886955	5886956
253	SHLT	cos it 's squatting just over a trench so you then you walk past everybody in the cubicles and everybody	's sitting	and you try to walk to the end yeah well and it 's easy for them but for us you	cos_CS it_PPH1 's_VBZ squatting_VVG just_RR over_II a_AT1 trench_NN1 so_CS you_PPY then_RT you_PPY walk_VV0 past_II everybody_PN1 in_II the_AT cubicles_NN2 and_CC everybody_PN1	's_VBZ sitting_VVG	and_CC you_PPY try_VV0 to_TO walk_VVI to_II the_AT end_NN1 yeah_UH well_RR and_CC it_PPH1 's_VBZ easy_JJ for_IF them_PPHO2 but_II21 for_II22 us_PPIO2 you_PPY	Family having a cup of tea.	Discussing, explaining, anecdote telling, telling jokes	Original	Texts within Sample release	S0012 S0013 S0024 S0144	4	2012-03-26	0:22:55	ANON's home, Norfolk	2012 Q1	2012	Close family, partners, very close friends	Texting, germs, toilets	T20	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=252	5888401	5888402
254	SHSL	's some chicken out but in the summer it 's really cool cos basically all five of them if we	're sitting	outside drinking wine y- you you 'll come over in the summer when it 's really like nice and hot	's_VBZ some_DD chicken_NN1 out_RP but_CCB in_II the_AT summer_NNT1 it_PPH1 's_VBZ really_RR cool_JJ cos_CS basically_RR all_DB five_MC of_IO them_PPHO2 if_CS we_PPIS2	're_VBR sitting_VVG	outside_II drinking_NN1 wine_NN1 y-_FU you_PPY you_PPY 'll_VM come_VVI over_RP in_II the_AT summer_NNT1 when_CS it_PPH1 's_VBZ really_RR like_RR nice_JJ and_CC hot_JJ	Friends having a cup of tea together.	Discussing, explaining, inquiring, complaining, apologizing	Original	Texts within Sample release	S0018 S0073	2	2012-03-15	0:57:11	ANON’s home, Birmingham	2012 Q1	2012	Friends, wider family circle	Flatmates, family, local areas, work, pubs, injuries and health, films, plans for the evening	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=253	5905223	5905224
255	SHTW	a job was n't it ? yeah you 'd wait until after midnight did n't you ? yeah there we	were sitting	there yeah waiting for them to go to sleep we used to wait until they 'd go to bed cos	a_AT1 job_NN1 was_VBDZ n't_XX it_PPH1 ?_YQUE yeah_UH you_PPY 'd_VM wait_VVI until_CS after_II midnight_NNT1 did_VDD n't_XX you_PPY ?_YQUE yeah_UH there_RL we_PPIS2	were_VBDR sitting_VVG	there_RL yeah_UH waiting_VVG for_IF them_PPHO2 to_TO go_VVI to_II sleep_NN1 we_PPIS2 used_VMK to_TO wait_VVI until_CS they_PPHS2 'd_VM go_VVI to_II bed_NN1 cos_CS	Chatting	Discussing, explaining 	Revised	Texts within Sample release	S0012 S0013 S0278	3	2014-12-03	1:47:07	Speaker's home	2014 Q4	2014	Close family, partners, very close friends	Rat puppet, handbell ringing, getting eyes tested, travelling on buses	T04	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=254	5934261	5934262
256	SHTW	in the I do n't know where the conservatory it was his front room were n't it ? yeah we	were sitting	in the front room and this old boy came was sitting in there like and we were all sit- sitting	in_II the_AT I_PPIS1 do_VD0 n't_XX know_VVI where_RRQ the_AT conservatory_NN1 it_PPH1 was_VBDZ his_APPGE front_JJ room_NN1 were_VBDR n't_XX it_PPH1 ?_YQUE yeah_UH we_PPIS2	were_VBDR sitting_VVG	in_II the_AT front_JJ room_NN1 and_CC this_DD1 old_JJ boy_NN1 came_VVD was_VBDZ sitting_VVG in_II there_RL like_RR and_CC we_PPIS2 were_VBDR all_DB sit-_FU sitting_VVG	Chatting	Discussing, explaining 	Revised	Texts within Sample release	S0012 S0013 S0278	3	2014-12-03	1:47:07	Speaker's home	2014 Q4	2014	Close family, partners, very close friends	Rat puppet, handbell ringing, getting eyes tested, travelling on buses	T04	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=255	5934976	5934977
257	SHTW	his front room were n't it ? yeah we were sitting in the front room and this old boy came	was sitting	in there like and we were all sit- sitting yeah and there was --ANONnameF and me and and your mum	his_APPGE front_JJ room_NN1 were_VBDR n't_XX it_PPH1 ?_YQUE yeah_UH we_PPIS2 were_VBDR sitting_VVG in_II the_AT front_JJ room_NN1 and_CC this_DD1 old_JJ boy_NN1 came_VVD	was_VBDZ sitting_VVG	in_II there_RL like_RR and_CC we_PPIS2 were_VBDR all_DB sit-_FU sitting_VVG yeah_UH and_CC there_EX was_VBDZ --ANONnameF_NP1 and_CC me_PPIO1 and_CC and_CC your_APPGE mum_NN1	Chatting	Discussing, explaining 	Revised	Texts within Sample release	S0012 S0013 S0278	3	2014-12-03	1:47:07	Speaker's home	2014 Q4	2014	Close family, partners, very close friends	Rat puppet, handbell ringing, getting eyes tested, travelling on buses	T04	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=256	5934987	5934988
258	SHX2	I get a --UNCLEARWORD chocolate thing ? yeah it 's just they 're so annoying yeah sometimes you 'll just	be sitting	down and they 're just flying all around your face mm --UNCLEARWORD they just land on the wall and you	I_PPIS1 get_VVI a_AT1 --UNCLEARWORD_FU chocolate_NN1 thing_NN1 ?_YQUE yeah_UH it_PPH1 's_VBZ just_RR they_PPHS2 're_VBR so_RG annoying_JJ yeah_UH sometimes_RT you_PPY 'll_VM just_RR	be_VBI sitting_VVG	down_RP and_CC they_PPHS2 're_VBR just_RR flying_VVG all_DB around_II your_APPGE face_NN1 mm_UH --UNCLEARWORD_FU they_PPHS2 just_RR land_NN1 on_II the_AT wall_NN1 and_CC you_PPY	Dinner conversation about fixing computer and warranty.	discussing, explaining, advising, requesting, telling jokes	Revised	Texts not in Sample release	S0416 S0417 S0418	3	2015-06-28	0:35:32	Ballincollig, Cork, Ireland, ANON’s home.	2015 Q2	2015	Close family, partners, very close friends	Food, Iceland, Onesies, Moths, Working and Money, History, Games	T18	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=257	5945435	5945436
259	SJ2E	small it makes your tummy flip it 's really funny oh I would n't like that and this if you	're sitting	at the front it does n't happen really ? yeah but you 're sitting down and I think you climb	small_JJ it_PPH1 makes_VVZ your_APPGE tummy_NN1 flip_VVI it_PPH1 's_VBZ really_RR funny_JJ oh_UH I_PPIS1 would_VM n't_XX like_VVI that_DD1 and_CC this_DD1 if_CS you_PPY	're_VBR sitting_VVG	at_II the_AT front_NN1 it_PPH1 does_VDZ n't_XX happen_VVI really_RR ?_YQUE yeah_UH but_CCB you_PPY 're_VBR sitting_VVG down_RP and_CC I_PPIS1 think_VV0 you_PPY climb_VV0	Family talking about school assembly and day trips out	Discussing, explaining, anecdote telling	Revised	Texts not in Sample release	S0653 S0654 S0655	3	2016-01-12	0:20:53	Home kitchen, Comberton	2016 Q1	2016	Close family, partners, very close friends	Gingerbread, Assembly, day trips out, tap dancing	T04	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=258	5987004	5987005
260	SJ2E	like that and this if you 're sitting at the front it does n't happen really ? yeah but you	're sitting	down and I think you climb up and then you shoot down and if you 're not sitting very near	like_VVI that_DD1 and_CC this_DD1 if_CS you_PPY 're_VBR sitting_VVG at_II the_AT front_NN1 it_PPH1 does_VDZ n't_XX happen_VVI really_RR ?_YQUE yeah_UH but_CCB you_PPY	're_VBR sitting_VVG	down_RP and_CC I_PPIS1 think_VV0 you_PPY climb_VV0 up_RP and_CC then_RT you_PPY shoot_VV0 down_RP and_CC if_CS you_PPY 're_VBR not_XX sitting_VVG very_RG near_JJ	Family talking about school assembly and day trips out	Discussing, explaining, anecdote telling	Revised	Texts not in Sample release	S0653 S0654 S0655	3	2016-01-12	0:20:53	Home kitchen, Comberton	2016 Q1	2016	Close family, partners, very close friends	Gingerbread, Assembly, day trips out, tap dancing	T04	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=259	5987018	5987019
261	SJ5D	yeah yeah I imagine another ayi would be horrible we 'd get home and like oh oh yeah she 'd	be sat	down and snoring yeah yeah no I 'm really happy with her so so it sounds like she 's happy	yeah_UH yeah_UH I_PPIS1 imagine_VV0 another_DD1 ayi_NNU would_VM be_VBI horrible_JJ we_PPIS2 'd_VM get_VVI home_RL and_CC like_RR oh_UH oh_UH yeah_UH she_PPHS1 'd_VM	be_VBI sat_VVN	down_RP and_CC snoring_VVG yeah_UH yeah_UH no_UH I_PPIS1 'm_VBM really_RR happy_JJ with_IW her_PPHO1 so_RR so_RR it_PPH1 sounds_VVZ like_CS she_PPHS1 's_VBZ happy_JJ	couple walk home from work	Discussing, explaining, making arrangements	Revised	Texts within Sample release	S0024 S0144	2	2014-10-09	0:18:37	walking to speakers' home, China	2014 Q4	2014	Close family, partners, very close friends	work, shopping	T18	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=260	6017851	6017852
262	SJA5	weird about it like but we all saw white and gold did n't we ? but if someone else had	been sitting	with us they would have s- per- perhaps seen the black and blue just weird is n't it ? cos	weird_JJ about_II it_PPH1 like_RR but_CCB we_PPIS2 all_DB saw_VVD white_JJ and_CC gold_NN1 did_VDD n't_XX we_PPIS2 ?_YQUE but_CCB if_CS someone_PN1 else_RR had_VHD	been_VBN sitting_VVG	with_IW us_PPIO2 they_PPHS2 would_VM have_VHI s-_FU per-_FU perhaps_RR seen_VVN the_AT black_JJ and_CC blue_JJ just_RR weird_JJ is_VBZ n't_XX it_PPH1 ?_YQUE cos_CS	Family talking about Zootropolis and colours	Discussing, explaining	Revised	Texts not in Sample release	S0653 S0654 S0655	3	2016-04-07	0:25:06	Kitchen, Comberton	2016 Q2	2016	Close family, partners, very close friends	The film Zootropolis, eating colourful food, colours, Easter chocolate, the awful phrase ‘Lol’, seeing Gareth Gates	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=261	6053344	6053345
263	SJB4	not saying you wanted them to but they can like if you wanted them to and they can if you	were sitting	here with your son I do n't know you 'd be thinking I think eight years would be enough really	not_XX saying_VVG you_PPY wanted_VVD them_PPHO2 to_TO but_CCB they_PPHS2 can_VM like_VVI if_CSW you_PPY wanted_VVD them_PPHO2 to_II and_CC they_PPHS2 can_VM if_CS you_PPY	were_VBDR sitting_VVG	here_RL with_IW your_APPGE son_NN1 I_PPIS1 do_VD0 n't_XX know_VVI you_PPY 'd_VM be_VBI thinking_VVG I_PPIS1 think_VV0 eight_MC years_NNT2 would_VM be_VBI enough_RR really_RR	Playing a lengthy game of Risk	Discussing, explaining, inquiring, complaining, requesting, announcing, telling jokes	Revised	Texts not in Sample release	S0192 S0197 S0199	3	2014-09-27	3:31:46	In my mother's house in Bedford	2014 Q3	2014	Close family, partners, very close friends	ANON's parties, Risk, maps, recording, instructions, glasses, smells, playing the game, chocolate, music, alcohol, update versions, luck, place name mispronunciation, Genghis Khan, Christmas, children's skills, being young, having children, abortion, ethics, pregnancy tests, faith in doctors, Chinese medicine, sex, having your own child, child policy & sterilization, meeting people, happiness, Aaron	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=262	6089463	6089464
264	SJBX	you a hand gun yeah no it 's fine erm oi stop it no do n't do that --UNCLEARWORD you	're sat	there I did n't hear at first erm what did he say ? give you a hand gun he said	you_PPY a_AT1 hand_NN1 gun_NN1 yeah_UH no_UH it_PPH1 's_VBZ fine_JJ erm_UH oi_UH stop_VV0 it_PPH1 no_UH do_VD0 n't_XX do_VDI that_DD1 --UNCLEARWORD_FU you_PPY	're_VBR sat_VVN	there_RL I_PPIS1 did_VDD n't_XX hear_VVI at_RR21 first_RR22 erm_UH what_DDQ did_VDD he_PPHS1 say_VVI ?_YQUE give_VV0 you_PPY a_AT1 hand_NN1 gun_NN1 he_PPHS1 said_VVD	Family discussing “would you rather” game at the table around Christmas dinner.	Discussing, explaining, inquiring, complaining, anouncing, telling jokes	Revised	Texts not in Sample release	S0543 S0561 S0563 S0564 S0565 S0566 S0568 S0569 S0691	9	2015-12-25	1:04:17	In a small town, in speaker 8 and 9’s house.	2015 Q4	2015	Close family, partners, very close friends	Would you rather, random scenarios, mundane actions and activities	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=263	6117826	6117827
265	SJG5	you know leave it yeah but now Music Channel was on the TV playing chart songs and about twenty people	were sitting	and drinking and laughing right I do n't really understand the link between the hair-doing huh eruption I do n't	you_PPY know_VV0 leave_VV0 it_PPH1 yeah_UH but_CCB now_RT Music_NN1 Channel_NN1 was_VBDZ on_II the_AT TV_NN1 playing_VVG chart_NN1 songs_NN2 and_CC about_RG twenty_MC people_NN	were_VBDR sitting_VVG	and_CC drinking_NN1 and_CC laughing_VVG right_RR I_PPIS1 do_VD0 n't_XX really_RR understand_VVI the_AT link_NN1 between_II the_AT hair-doing_JJ huh_UH eruption_NN1 I_PPIS1 do_VD0 n't_XX	Friends cooking dinner, chatting	Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements 	Original	Texts within Sample release	S0041 S0046 S0084	3	2012-03-16	1:04:15	ANON’s home, Cambridge	2012 Q1	2012	Friends, wider family circle	Food, stories, health	T11	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=264	6160099	6160100
266	SJH6	with her mm ? I 've had lunch with her yes you have yeah mm not pers- mm well I	was sat	here in a big roo- and she was sat there oh really ? oh yeah mm oh I did n't	with_IW her_PPHO1 mm_UH ?_YQUE I_PPIS1 've_VH0 had_VHN lunch_NN1 with_IW her_PPHO1 yes_UH you_PPY have_VH0 yeah_UH mm_UH not_XX pers-_FU mm_UH well_RR I_PPIS1	was_VBDZ sat_VVN	here_RL in_II a_AT1 big_JJ roo-_FU and_CC she_PPHS1 was_VBDZ sat_VVN there_RL oh_UH really_RR ?_YQUE oh_UH yeah_UH mm_UH oh_UH I_PPIS1 did_VDD n't_XX	Talking over lunch	Discussing, explaining	Revised	Texts within Sample release	S0012 S0013 S0370	3	2015-01-11	1:14:07	Speakers' home	2015 Q1	2015	Close family, partners, very close friends	Royalty, inflation, goats, gardening, getting lost, reading, writing forms.	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=265	6167780	6167781
267	SJH6	her yes you have yeah mm not pers- mm well I was sat here in a big roo- and she	was sat	there oh really ? oh yeah mm oh I did n't know that yeah what was that one called ?	her_PPHO1 yes_UH you_PPY have_VH0 yeah_UH mm_UH not_XX pers-_FU mm_UH well_RR I_PPIS1 was_VBDZ sat_VVN here_RL in_II a_AT1 big_JJ roo-_FU and_CC she_PPHS1	was_VBDZ sat_VVN	there_RL oh_UH really_RR ?_YQUE oh_UH yeah_UH mm_UH oh_UH I_PPIS1 did_VDD n't_XX know_VVI that_DD1 yeah_UH what_DDQ was_VBDZ that_DD1 one_PN1 called_VVN ?_YQUE	Talking over lunch	Discussing, explaining	Revised	Texts within Sample release	S0012 S0013 S0370	3	2015-01-11	1:14:07	Speakers' home	2015 Q1	2015	Close family, partners, very close friends	Royalty, inflation, goats, gardening, getting lost, reading, writing forms.	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=266	6167789	6167790
