Number of hit	Text ID	Context before	Query item	Context after	Tagged context before	Tagged query item	Tagged context after	Additional Title(s)	Alternative Title(s)	ID numbers (STC)	Century	Century Status	Decade	Decade Status	Half Century	Half Century Status	ID numbers (marc, bibno)	Keyword Terms	Author(s)	Rough-draft genre (experimental, incomplete)	Notes	Publication Place(s)	Publisher(s)	Quarter Century	Quarter Century Status	BIBNO tag(s)	STC tag(s)	VID tag(s)	Title	Year	Year Status	URL	Match-begin corpus position	Match-end corpus position
1096	A65052	, And Kiss and Toy away the Day . An eager Sparrow and his Mate , Chirping on a Tree	<<< were sat >>>	, Full of Loveand full of Prate . They talked of nothing but their Fires , Of Raging Heats ,	,_YCOM And_CC Kiss_NN1 and_CC Toy_VV0 away_RL the_AT Day_NNT1 ._YSTP An_AT1 eager_JJ Sparrow_NP1 and_CC his_APPGE Mate_NN1 ,_YCOM Chirping_VVG on_II a_AT1 Tree_NN1	<<< were_VBDR sat_VVN >>>	,_YCOM Full_JJ of_IO Loveand_NP1 full_JJ of_IO Prate_NN1 ._YSTP They_PPHS2 talked_VVD of_IO nothing_PN1 but_II their_APPGE Fires_NN2 ,_YCOM Of_IO Raging_JJ Heats_NN2 ,_YCOM	_NO_TITLES_LISTED_	_NO_TITLES_LISTED_	Wing V54.	1600_1699	CERTAIN	1690_1699	CERTAIN	1650_1699	CERTAIN	9619222	_NO_TERMS_FOUND_	Vanbrugh, John, Sir, 1664-1726. | Boursault, 1638-1701.	PLAYS_COMEDY	A translation and adaptation of Boursault's &quot;Les fables d'Esope&quot; and &quot;Esope áa la cour&quot;. | Reproduction of original in the Bodleian Library.	London	Printed for Thomas Benne	1675_1699	CERTAIN	oclc: 09619222	W: V54	43843	Aesop a comedy as it is acted at the Theatre-Royal in Drury-Lane.	1697	CERTAIN	https://cqpweb.lancs.ac.uk/eebov3/context.php?qid=006421&batch=1095	977045982	977045983
1097	A65084	be justified in quiet times . There are some Privileges in a quiet time , which may and ought to	<<< be stood >>>	upon , which at this time are destructive to the very being and safety of the Nation ; For if	be_VBI justified_VVN in_II quiet_JJ times_NNT2 ._YSTP There_EX are_VBR some_DD Privileges_NN2 in_II a_AT1 quiet_JJ time_NNT1 ,_YCOM which_DDQ may_VM and_CC ought_VMK to_TO	<<< be_VBI stood_VVN >>>	upon_II ,_YCOM which_DDQ at_II this_DD1 time_NNT1 are_VBR destructive_JJ to_II the_AT very_JJ being_NN1 and_CC safety_NN1 of_IO the_AT Nation_NN1 ;_YSCOL For_IF if_CS	_NO_TITLES_LISTED_	_NO_TITLES_LISTED_	Wing V585.	1600_1699	CERTAIN	1650_1659	CERTAIN	1650_1699	CERTAIN	7840617	Finance, Public -- Great Britain -- To 1688 -- Sources. | Coinage -- Great Britain. | Great Britain -- History -- Commonwealth and Protectorate, 1649-1660.	Violet, Thomas, fl. 1634-1662.	PETITIONS_AND_REQUESTS	Reproduction of original in the University of Illinois Library.	London	[s.n.	1650_1674	CERTAIN	oclc: 7840617	W: V585 | C: R23589	40135	Proposals humbly presented to His Highness Oliver, Lord Protector of England, &amp;c. and to the High Court of Parliament now assembled for the calling to a true and just accompt all committee-men, sequestrators, treasures, excize and custom-commissioners, collectors of monthly assessments and all other persons that have been entrusted with the publick revenue or have in their custody any thing of value appertaining to the Commonwealth ... / by Tho. Violet.	1656	CERTAIN	https://cqpweb.lancs.ac.uk/eebov3/context.php?qid=006421&batch=1096	977555868	977555869
1098	A65181	Agincout and Cresny tell , What grovelling Conquered France then knew too well When a small Troop of English Hero	<<< 's stood >>>	, Half drowned both in their own and Enemies blood ; Whilst the thick slain Carcasses that floated there ,	Agincout_NP1 and_CC Cresny_NP1 tell_VV0 ,_YCOM What_DDQ grovelling_NN1 Conquered_VVD France_NP1 then_RT knew_VVD too_RG well_RR When_CS a_AT1 small_JJ Troop_NN1 of_IO English_JJ Hero_NN1	<<< 's_VBZ stood_VVN >>>	,_YCOM Half_DB drowned_VVD both_RR in_II their_APPGE own_DA and_CC Enemies_NN2 blood_NN1 ;_YSCOL Whilst_CS the_AT thick_JJ slain_JJ Carcasses_NN2 that_CST floated_VVD there_RL ,_YCOM	_NO_TITLES_LISTED_	_NO_TITLES_LISTED_	Wing V742. | Arber's Term cat. II 338.	1600_1699	CERTAIN	1690_1699	CERTAIN	1650_1699	CERTAIN	12443179	_NO_TERMS_FOUND_	Dunton, John, 1659-1733.	HISTORY	Largely autobiographical. Three vols. only were issued of a &quot;project&quot; of twenty-four. | Anagram of author's name, &quot;Hid unto none,&quot; on verso of sig. B4, v. 1. | Date of publication from Wing. | Vol. 1 contains a &quot;Poetical explanation of the frontispiece.&quot; Although no frontispiece appears in this copy, see: Nichols, J.B. Life and errors of John Dunton, 1818, p. xiii. | Reproduction of original in British Library.	London	Printed for Richard Newcom	1675_1699	CERTAIN	oclc: 12443179	W: V742	62151	A voyage round the world, or, A pocket-library divided into several volumes ... : the whole work intermixt with essays, historical, moral, and divine, and all other kinds of learning / done into English by a lover of travels ...	1691	CERTAIN	https://cqpweb.lancs.ac.uk/eebov3/context.php?qid=006421&batch=1097	978544057	978544058
1099	A65202	days at Malherbe , with those that were his chiefest Considents . During his stay , the two Young Mademoiselle	<<< 's Sat >>>	at his Table and lay near his Apartment . This little Court removed afterwards to Hallier , and Madam do	days_NNT2 at_II Malherbe_NP1 ,_YCOM with_IW those_DD2 that_CST were_VBDR his_APPGE chiefest_JJT Considents_NN2 ._YSTP During_II his_APPGE stay_NN1 ,_YCOM the_AT two_MC Young_JJ Mademoiselle_NN1	<<< 's_VBZ Sat_VVN >>>	at_II his_APPGE Table_NN1 and_CC lay_VVN near_II his_APPGE Apartment_NN1 ._YSTP This_DD1 little_JJ Court_NN1 removed_VVD afterwards_RT to_II Hallier_NP1 ,_YCOM and_CC Madam_NN1 do_VD0	_NO_TITLES_LISTED_	Galanteries des rois de France. English	Wing V90. | Arber's Term cat. II 528.	1600_1699	CERTAIN	1690_1699	CERTAIN	1650_1699	CERTAIN	12075953	France -- Kings and rulers -- Mistresses.	Vanel, M. (Claude)	HISTORY	Advertisement: p. [1]-[3] at end. | Translation of Galanteries des rois de France. | Reproduction of original in University of Illinois Library.	London	Printed for Henry Rhodes ..., and John Harris ..	1675_1699	CERTAIN	oclc: 12075953	W: V90 | C: R1896	53606	The royal mistresses of France, or, The secret history of the amours of all the French kings from Pharamond the first monarch, anno 418 to this present time / made English from the French original.	1695	CERTAIN	https://cqpweb.lancs.ac.uk/eebov3/context.php?qid=006421&batch=1098	979291348	979291349
1100	A65218	cause , is the Dignity of the Husband , Father , or Master of the Family , by him to	<<< be stood >>>	upon ; ( for it is evidently Intolerable there , that they who are more wiser , or better then	cause_NN1 ,_YCOM is_VBZ the_AT Dignity_NN1 of_IO the_AT Husband_NN1 ,_YCOM Father_NN1 ,_YCOM or_CC Master_NN1 of_IO the_AT Family_NN1 ,_YCOM by_II him_PPHO1 to_TO	<<< be_VBI stood_VVN >>>	upon_II ;_YSCOL (_YBL for_IF it_PPH1 is_VBZ evidently_RR Intolerable_JJ there_RL ,_YCOM that_CST they_PPHS2 who_PNQS are_VBR more_RGR wiser_JJR ,_YCOM or_CC better_RRR then_RT	_NO_TITLES_LISTED_	_NO_TITLES_LISTED_	Wing W102.	1600_1699	CERTAIN	1660_1669	CERTAIN	1650_1699	CERTAIN	14563106	Providence and government of God. | Theology, Doctrinal.	R. W.	RELIGION_GENERAL	Imperfect: pages stained. | Reproduction of original in the Huntington Library.	London	Printed for Henry Eversden ..	1650_1674	CERTAIN	oclc: 14563106	W: W102	102603	The originall of the dominion of princes, founded upon Gods soveraignty over the whole earth, or, The kingly prerogative, instituted by God, and proved from the holy scriptures to be jure divino by R.W. ...	1660	CERTAIN	https://cqpweb.lancs.ac.uk/eebov3/context.php?qid=006421&batch=1099	979413663	979413664
1101	A65219	, rather than to no advantage , ambitiously to collect them from the Authors of Latin . Why must it	<<< be stood >>>	upon to attest the constant and ordinary expressions of the Tongue from the pure Writers ? or what are Tully	,_YCOM rather_CS21 than_CS22 to_II no_AT advantage_NN1 ,_YCOM ambitiously_RR to_TO collect_VVI them_PPHO2 from_II the_AT Authors_NN2 of_IO Latin_NN1 ._YSTP Why_RRQ must_VM it_PPH1	<<< be_VBI stood_VVN >>>	upon_II to_TO attest_VVI the_AT constant_JJ and_CC ordinary_JJ expressions_NN2 of_IO the_AT Tongue_NN1 from_II the_AT pure_JJ Writers_NN2 ?_YQUE or_CC what_DDQ are_VBR Tully_RR	_NO_TITLES_LISTED_	Methodi practicæ specimen | Essay of a practical grammar; or An enquiry after a more easie and certain help to the construing and pearcing of authors. | Enquiry after a more easie and certain help to the construing and pearcing of authors.	Wing (2nd ed.) W1020.	1600_1699	CERTAIN	1660_1669	CERTAIN	1650_1699	CERTAIN	99828850	Latin language -- Grammar -- Early works to 1800. | Latin language -- Dictionaries -- English -- Early works to 1800.	Wase, Christopher, 1625?-1690.	LANGUAGE	Reproduction of the original in Dr. Williams's Library.	London	printed by A. Maxwell, and are to be sold by Samuel Gellibran	1650_1674	CERTAIN	umi: 99828850	W: W1020	33282	Methodi practicæ specimen. An essay of a practical grammar; or An enquiry after a more easie and certain help to the construing and pearcing of authors; and to the making and speaking of Latin. Containing a sett of Latins answerable to the most fundamental rules of grammar, and delivered in an easie method for the first beginners to make Latin, at their entrance on the rules of construction. By Christopher Wase, M.A. teacher of the Free-School at Tunbridge in Kent.	1667	CERTAIN	https://cqpweb.lancs.ac.uk/eebov3/context.php?qid=006421&batch=1100	979491064	979491065
1102	A65237	does when it inches out the shortness of rent-fortunes to more capacious purposes . Nor are Punctilio 's nationally to	<<< be stood >>>	upon , where they are not credited and supported by some fortunary Grandeurs : and therefore since necessity is the	does_VDZ when_RRQ it_PPH1 inches_VVZ out_RP the_AT shortness_NN1 of_IO rent-fortunes_NN2 to_II more_RGR capacious_JJ purposes_NN2 ._YSTP Nor_CC are_VBR Punctilio_NP1 's_VBZ nationally_RR to_TO	<<< be_VBI stood_VVN >>>	upon_II ,_YCOM where_CS they_PPHS2 are_VBR not_XX credited_VVN and_CC supported_VVN by_II some_DD fortunary_JJ Grandeurs_NN2 :_YCOL and_CC therefore_RR since_CS necessity_NN1 is_VBZ the_AT	_NO_TITLES_LISTED_	_NO_TITLES_LISTED_	Wing W1046.	1600_1699	CERTAIN	1660_1669	CERTAIN	1650_1699	CERTAIN	12255676	Fortescue, John, -- Sir, -- 1394?-1476?. -- De laudibus legum Angliae. | Law -- Great Britain. | Great Britain -- Constitutional law.	Waterhouse, Edward, 1619-1670.	TREATISE	First ed. Cf. DNB. | Errata: p. [6] at end. | Reproduction of original in University of Michigan Libraries. | Includes index.	London	Printed by Tho. Roycroft for Thomas Dicas ..	1650_1674	CERTAIN	oclc: 12255676	W: W1046	57425	Fortescutus illustratus, or, A commentary on that nervous treatise, De laudibus legum Angliæ, written by Sir John Fortescue, Knight ... by Edward Waterhous, Esquire.	1663	CERTAIN	https://cqpweb.lancs.ac.uk/eebov3/context.php?qid=006421&batch=1101	980028969	980028970
1103	A65237	sic electum , cui in plena Curia ipse notificabit voluntatem Regis de officio Iudiciario sic vacant . Till the Chancellor	<<< be sat >>>	in the Court , the Sergeant appears not ; for the intent of the Solemnity being to magnify the grace	sic_RR electum_NN1 ,_YCOM cui_NN2 in_II plena_NN1 Curia_NP1 ipse_FW notificabit_NN1 voluntatem_NN1 Regis_NP1 de_NP1 officio_NN1 Iudiciario_NP1 sic_RR vacant_JJ ._YSTP Till_CS the_AT Chancellor_NN1	<<< be_VBI sat_VVN >>>	in_II the_AT Court_NN1 ,_YCOM the_AT Sergeant_NN1 appears_VVZ not_XX ;_YSCOL for_IF the_AT intent_NN1 of_IO the_AT Solemnity_NN1 being_VBG to_TO magnify_VVI the_AT grace_NN1	_NO_TITLES_LISTED_	_NO_TITLES_LISTED_	Wing W1046.	1600_1699	CERTAIN	1660_1669	CERTAIN	1650_1699	CERTAIN	12255676	Fortescue, John, -- Sir, -- 1394?-1476?. -- De laudibus legum Angliae. | Law -- Great Britain. | Great Britain -- Constitutional law.	Waterhouse, Edward, 1619-1670.	TREATISE	First ed. Cf. DNB. | Errata: p. [6] at end. | Reproduction of original in University of Michigan Libraries. | Includes index.	London	Printed by Tho. Roycroft for Thomas Dicas ..	1650_1674	CERTAIN	oclc: 12255676	W: W1046	57425	Fortescutus illustratus, or, A commentary on that nervous treatise, De laudibus legum Angliæ, written by Sir John Fortescue, Knight ... by Edward Waterhous, Esquire.	1663	CERTAIN	https://cqpweb.lancs.ac.uk/eebov3/context.php?qid=006421&batch=1102	980189168	980189169
1104	A65238	Men come first or last , are valued , or not , is not much by a wise Man to	<<< be stood >>>	upon : Despise no Man , sayeth he , that which only is valuable is nobility of mind , which	Men_NN2 come_VV0 first_MD or_CC last_MD ,_YCOM are_VBR valued_VVN ,_YCOM or_CC not_XX ,_YCOM is_VBZ not_XX much_RR by_II a_AT1 wise_JJ Man_NN1 to_TO	<<< be_VBI stood_VVN >>>	upon_II :_YCOL Despise_VV0 no_AT Man_NN1 ,_YCOM sayeth_VVZ he_PPHS1 ,_YCOM that_DD1 which_DDQ only_RR is_VBZ valuable_JJ is_VBZ nobility_NN1 of_IO mind_NN1 ,_YCOM which_DDQ	_NO_TITLES_LISTED_	_NO_TITLES_LISTED_	Wing W1047.	1600_1699	CERTAIN	1660_1669	CERTAIN	1650_1699	CERTAIN	14576815	Conduct of life. | Christian life. | Family life education -- Early works to 1800.	Waterhouse, Edward, 1619-1670.	APOLOGIA	Imperfect: pages stained and tightly bound with some loss of print. | Reproduction of original in the Huntington Library.	London	Printed by T.R. for R. Royston ..	1650_1674	CERTAIN	oclc: 14576815	W: W1047	102653	The gentlemans monitor, or, A sober inspection into the vertues, vices, and ordinary means of the rise and decay of men and families with the authors apology and application to the nobles and gentry of England seasonable for these times / by Edw. Waterhous[e] ...	1665	CERTAIN	https://cqpweb.lancs.ac.uk/eebov3/context.php?qid=006421&batch=1103	980225263	980225264
1105	A65239	and also received our advice in the Weightiest Matters of Doctrine , as Oracular , and such as ought to	<<< be stood >>>	by . And therefore they of the Separation who decry our Ministry as Antichristian , because it is of Episcopal	and_CC also_RR received_VVD our_APPGE advice_NN1 in_II the_AT Weightiest_JJT Matters_NN2 of_IO Doctrine_NN1 ,_YCOM as_CSA Oracular_NP1 ,_YCOM and_CC such_II21 as_II22 ought_VMK to_TO	<<< be_VBI stood_VVN >>>	by_II ._YSTP And_CC therefore_RR they_PPHS2 of_IO the_AT Separation_NN1 who_PNQS decry_VV0 our_APPGE Ministry_NN1 as_CSA Antichristian_JJ ,_YCOM because_CS it_PPH1 is_VBZ of_IO Episcopal_JJ	_NO_TITLES_LISTED_	_NO_TITLES_LISTED_	Wing W1048. | Madan 2212.	1600_1699	CERTAIN	1650_1659	CERTAIN	1650_1699	CERTAIN	11946301	Learning and scholarship.	Waterhouse, Edward, 1619-1670.	APOLOGIA	Errata: p. 263. | Reproduction of original in Huntington Library.	London	Printed by T.M. for M.M.G. Bedell, and T. Collins ..	1650_1674	CERTAIN	oclc: 11946301	W: W1048	51320	An humble apologie for learning and learned men by Edward Waterhous, Esq.	1653	CERTAIN	https://cqpweb.lancs.ac.uk/eebov3/context.php?qid=006421&batch=1104	980383429	980383430
1106	A65439	more mercy . About this time some of their smen came to my gate upon a Sunday , when we	<<< were sat >>>	at dinner , and being discovered our went I amongst them : and when they demanded quarter I presently put	more_DAR mercy_NN1 ._YSTP About_II this_DD1 time_NNT1 some_DD of_IO their_APPGE smen_NN2 came_VVD to_II my_APPGE gate_NN1 upon_II a_AT1 Sunday_NPD1 ,_YCOM when_CS we_PPIS2	<<< were_VBDR sat_VVN >>>	at_II dinner_NN1 ,_YCOM and_CC being_VBG discovered_VVN our_APPGE went_VVD I_MC1 amongst_II them_PPHO2 :_YCOL and_CC when_CS they_PPHS2 demanded_VVD quarter_NN1 I_PPIS1 presently_RR put_VVN	_NO_TITLES_LISTED_	_NO_TITLES_LISTED_	Wing W1350.	1600_1699	CERTAIN	1660_1669	CERTAIN	1650_1699	CERTAIN	11981417	_NO_TERMS_FOUND_	Wenlock, John.	TREATISE	Errata: p. [3]. | Reproduction of original in Bodleian Library.	London	Printed by T. Childe and L. Parry for the author ..	1650_1674	CERTAIN	oclc: 11981417	W: W1350 | C: R8066	51849	To the most illustrious, High and Mighty Majesty of Charles the II, by the grace of God King of Great Britain, France and Ireland, defender of the faith, etc. the humble declaration of John VVenlock of Langham, in the county of Essex Esquire, an uiter [?] Barrister of near forty years continuance, in that Honourable Society of Lincolnes-Inne being first a supplicatory preface and discourse of His Majesty, and then humbly shewing the great and dangerous troubles and intollerable oppressions of himself and his family, and the true occasion thereof, in the wofull times of these late most unhappy distractions : wherein the perfect loyalty of a true subject, and the persideous malice and cruelty of a rebell, are evidently deciphered, and severally set forth to the publick view in their proper colours, as a caution for England : hereunto are annexed certain poems, and other treatises composed and written by the author upon several occasions, concerning the late most horrid and distracted times, and never before published.	1662	CERTAIN	https://cqpweb.lancs.ac.uk/eebov3/context.php?qid=006421&batch=1105	983799881	983799882
1107	A65494	Narcotick and Sporiferous nature , never used inwardly that I know of : Lev . Lemius tells us , How	<<< being sat >>>	in his Study , a sudden drowsiness seized him , caused by a Mandrake-Apple that he had laid on a	Narcotick_NN1 and_CC Sporiferous_JJ nature_NN1 ,_YCOM never_RR used_VVN inwardly_RR that_CST I_PPIS1 know_VV0 of_IO :_YCOL Lev_NP1 ._YSTP Lemius_NN1 tells_VVZ us_PPIO2 ,_YCOM How_RRQ	<<< being_VBG sat_VVN >>>	in_II his_APPGE Study_NN1 ,_YCOM a_AT1 sudden_JJ drowsiness_NN1 seized_VVD him_PPHO1 ,_YCOM caused_VVN by_II a_AT1 Mandrake-Apple_NP1 that_CST he_PPHS1 had_VHD laid_VVN on_II a_AT1	_NO_TITLES_LISTED_	_NO_TITLES_LISTED_	Wing W1421.	1600_1699	CERTAIN	1690_1699	CERTAIN	1650_1699	CERTAIN	10581640	Plants in the Bible. | Herbals. | Botany, Medical.	Westmacott, William.	HISTORY	Another issue of Westmacott's &quot;Theobotanologia&quot;. | Reproduction of original in the Bodleian Library.	London	Printed for John Salusbur	1675_1699	CERTAIN	oclc: 10581640	W: W1421 | C: R28386	45270	Historia vegetabilium sacra, or, A Scripture herbal wherein all the trees, shrubs, herbs, plants, flowers, fruits &amp;c. mentioned in the Holy Bible, are in an alphabetical order, rationally discoursed of ... / by W. Westmacott.	1695	CERTAIN	https://cqpweb.lancs.ac.uk/eebov3/context.php?qid=006421&batch=1106	984307945	984307946
1108	A65532	all Infirmities , Sin only excepted ; and that as such , having by himself purged our Sins , he	<<< is sat >>>	down on the right Hand of the Majesty on high ; and as he lives for ever to make Intercession	all_DB Infirmities_NN2 ,_YCOM Sin_VV0 only_RR excepted_VVD ;_YSCOL and_CC that_CST as_II such_DA ,_YCOM having_VHG by_II himself_PPX1 purged_VVD our_APPGE Sins_NN2 ,_YCOM he_PPHS1	<<< is_VBZ sat_VVN >>>	down_RP on_II the_AT right_JJ Hand_NN1 of_IO the_AT Majesty_NN1 on_II high_JJ ;_YSCOL and_CC as_CSA he_PPHS1 lives_VVZ for_RR21 ever_RR22 to_TO make_VVI Intercession_NN1	_NO_TITLES_LISTED_	_NO_TITLES_LISTED_	Wing W1487. | Arber's Term cat. II 491.	1600_1699	CERTAIN	1690_1699	CERTAIN	1650_1699	CERTAIN	11981401	Sherlock, William, -- 1641?-1707. -- Apology for writing against the Socinians. | Socinianism.	Wettenhall, Edward, 1636-1713.	APOLOGIA	Advertisement: p. [3]. | Page 6 is cropped and p. 38 print is faded in filmed copy. Pages beginning-39 photographed from Bodleian Library copy and inserted at end. | Reproduction of original in Cambridge University Library.	London	s.n.	1675_1699	CERTAIN	oclc: 11981401	W: W1487 | C: R8064	51847	The antapology of the melancholy stander-by in answer to the dean of St. Paul's late book, falsly stiled, An apology for writing against the Socinians, &amp;c.	1693	CERTAIN	https://cqpweb.lancs.ac.uk/eebov3/context.php?qid=006421&batch=1107	984476390	984476391
