Number of hit	Text ID	Context before	Query item	Context after	Tagged context before	Tagged query item	Tagged context after	Country	Decade	Text genre	Text source	Year	URL	Matchbegin corpus position	Matchend corpus position
495	NB3__040108	to midnight Salt mine to become huge dump for toxic waste 'Missing' pupils blamed on league table competition Exams could	<<< be sat >>>	online in two years Kilroy-Silk investigated for anti-Arab comments Brian Whitaker The chat show host Robert Kilroy-Silk came under fire	to_II midnight_NNT1 Salt_NN1 mine_NN1 to_TO become_VVI huge_JJ dump_NN1 for_IF toxic_JJ waste_NN1 'Missing'_NN1 pupils_NN2 blamed_VVN on_II league_NN1 table_NN1 competition_NN1 Exams_NN2 could_VM	<<< be_VBI sat_VVN >>>	online_RR in_II two_MC years_NNT2 Kilroy-Silk_NP1 investigated_VVD for_IF anti-Arab_JJ comments_NN2 Brian_NP1 Whitaker_NP1 The_AT chat_NN1 show_NN1 host_NN1 Robert_NP1 Kilroy-Silk_NP1 came_VVD under_II fire_NN1	UK	2000s	newspaper	Denver Post	2004	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=494	364957476	364957477
496	NB3__040108	to midnight Salt mine to become huge dump for toxic waste 'Missing' pupils blamed on league table competition Exams could	<<< be sat >>>	online in two years Popular demand keeps film exhibition open to midnight Maev Kennedy , arts and heritage correspondent The	to_II midnight_NNT1 Salt_NN1 mine_NN1 to_TO become_VVI huge_JJ dump_NN1 for_IF toxic_JJ waste_NN1 'Missing'_NN1 pupils_NN2 blamed_VVN on_II league_NN1 table_NN1 competition_NN1 Exams_NN2 could_VM	<<< be_VBI sat_VVN >>>	online_RR in_II two_MC years_NNT2 Popular_JJ demand_NN1 keeps_VVZ film_NN1 exhibition_NN1 open_VV0 to_II midnight_NNT1 Maev_NP1 Kennedy_NP1 ,_YCOM arts_NN2 and_CC heritage_NN1 correspondent_NN1 The_AT	UK	2000s	newspaper	Denver Post	2004	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=495	364958348	364958349
497	NB3__040108	to midnight Salt mine to become huge dump for toxic waste 'Missing' pupils blamed on league table competition Exams could	<<< be sat >>>	online in two years 'Missing' pupils blamed on league table competition Nicholas Pyke Competition between schools desperate to improve their	to_II midnight_NNT1 Salt_NN1 mine_NN1 to_TO become_VVI huge_JJ dump_NN1 for_IF toxic_JJ waste_NN1 'Missing'_NN1 pupils_NN2 blamed_VVN on_II league_NN1 table_NN1 competition_NN1 Exams_NN2 could_VM	<<< be_VBI sat_VVN >>>	online_RR in_II two_MC years_NNT2 'Missing'_JJ pupils_NN2 blamed_VVN on_II league_NN1 table_NN1 competition_NN1 Nicholas_NP1 Pyke_NP1 Competition_NN1 between_II schools_NN2 desperate_JJ to_TO improve_VVI their_APPGE	UK	2000s	newspaper	Denver Post	2004	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=496	364958743	364958744
498	NB3__040108	to midnight Salt mine to become huge dump for toxic waste 'Missing' pupils blamed on league table competition Exams could	<<< be sat >>>	online in two years Exams could be sat online in two years Nicholas Pyke It looks as though time is	to_II midnight_NNT1 Salt_NN1 mine_NN1 to_TO become_VVI huge_JJ dump_NN1 for_IF toxic_JJ waste_NN1 'Missing'_NN1 pupils_NN2 blamed_VVN on_II league_NN1 table_NN1 competition_NN1 Exams_NN2 could_VM	<<< be_VBI sat_VVN >>>	online_RR in_II two_MC years_NNT2 Exams_NN2 could_VM be_VBI sat_VVN online_RR in_II two_MC years_NNT2 Nicholas_NP1 Pyke_NP1 It_PPH1 looks_VVZ as_CS21 though_CS22 time_NNT1 is_VBZ	UK	2000s	newspaper	Denver Post	2004	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=497	364959437	364959438
499	NB3__040108	for toxic waste 'Missing' pupils blamed on league table competition Exams could be sat online in two years Exams could	<<< be sat >>>	online in two years Nicholas Pyke It looks as though time is up for the traditional pen-and-paper examination , the	for_IF toxic_JJ waste_NN1 'Missing'_NN1 pupils_NN2 blamed_VVN on_II league_NN1 table_NN1 competition_NN1 Exams_NN2 could_VM be_VBI sat_VVN online_RR in_II two_MC years_NNT2 Exams_NN2 could_VM	<<< be_VBI sat_VVN >>>	online_RR in_II two_MC years_NNT2 Nicholas_NP1 Pyke_NP1 It_PPH1 looks_VVZ as_CS21 though_CS22 time_NNT1 is_VBZ up_RP for_IF the_AT traditional_JJ pen-and-paper_JJ examination_NN1 ,_YCOM the_AT	UK	2000s	newspaper	Denver Post	2004	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=498	364959445	364959446
500	NB3__040108	to midnight Salt mine to become huge dump for toxic waste 'Missing' pupils blamed on league table competition Exams could	<<< be sat >>>	online in two years Salt mine to become huge dump for toxic waste Prescott gives go-ahead for plan to avert	to_II midnight_NNT1 Salt_NN1 mine_NN1 to_TO become_VVI huge_JJ dump_NN1 for_IF toxic_JJ waste_NN1 'Missing'_NN1 pupils_NN2 blamed_VVN on_II league_NN1 table_NN1 competition_NN1 Exams_NN2 could_VM	<<< be_VBI sat_VVN >>>	online_RR in_II two_MC years_NNT2 Salt_NN1 mine_NN1 to_TO become_VVI huge_JJ dump_NN1 for_IF toxic_JJ waste_NN1 Prescott_NP1 gives_VVZ go-ahead_JJ for_IF plan_NN1 to_TO avert_VVI	UK	2000s	newspaper	Denver Post	2004	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=499	364960077	364960078
501	NB3__040108	to midnight Salt mine to become huge dump for toxic waste 'Missing' pupils blamed on league table competition Exams could	<<< be sat >>>	online in two years All eyes on Clarke as he prepares to deliver funding bill Polly Curtis The education secretary	to_II midnight_NNT1 Salt_NN1 mine_NN1 to_TO become_VVI huge_JJ dump_NN1 for_IF toxic_JJ waste_NN1 'Missing'_NN1 pupils_NN2 blamed_VVN on_II league_NN1 table_NN1 competition_NN1 Exams_NN2 could_VM	<<< be_VBI sat_VVN >>>	online_RR in_II two_MC years_NNT2 All_DB eyes_NN2 on_II Clarke_NP1 as_CSA he_PPHS1 prepares_VVZ to_TO deliver_VVI funding_NN1 bill_NN1 Polly_NP1 Curtis_NP1 The_AT education_NN1 secretary_NN1	UK	2000s	newspaper	Denver Post	2004	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=500	364960953	364960954
502	NB3__040216	to , I do n't want to learn anything . I 've worked my arse off all day , I	<<< 'm sat >>>	on my sofa with a beer and I want to be entertained , to be taken to another world for	to_II ,_YCOM I_PPIS1 do_VD0 n't_XX want_VVI to_TO learn_VVI anything_PN1 ._YSTP I_PPIS1 've_VH0 worked_VVN my_APPGE arse_NN1 off_II all_DB day_NNT1 ,_YCOM I_PPIS1	<<< 'm_VBM sat_VVN >>>	on_II my_APPGE sofa_NN1 with_IW a_AT1 beer_NN1 and_CC I_PPIS1 want_VV0 to_TO be_VBI entertained_VVN ,_YCOM to_TO be_VBI taken_VVN to_II another_DD1 world_NN1 for_IF	UK	2000s	newspaper	Denver Post	2004	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=501	366865095	366865096
503	NB3__040227	act in which he said if men could give themselves oral sex , all the women in the audience would	<<< be sat >>>	on their own watching an empty stage . That pathetic but very real side of men 's behaviour was the	act_NN1 in_II which_DDQ he_PPHS1 said_VVD if_CS men_NN2 could_VM give_VVI themselves_PPX2 oral_JJ sex_NN1 ,_YCOM all_DB the_AT women_NN2 in_II the_AT audience_NN1 would_VM	<<< be_VBI sat_VVN >>>	on_II their_APPGE own_DA watching_VVG an_AT1 empty_JJ stage_NN1 ._YSTP That_DD1 pathetic_JJ but_CCB very_RG real_JJ side_NN1 of_IO men_NN2 's_GE behaviour_NN1 was_VBDZ the_AT	UK	2000s	newspaper	Denver Post	2004	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=502	367269131	367269132
504	NB3__040316	deliberate alteration of pupils ' answers by those marking papers , through strong hints and suggestions while the exam is	<<< being sat >>>	, to subjective interpretations of marking criteria that can be ( in English reading and writing , for instance )	deliberate_JJ alteration_NN1 of_IO pupils_NN2 '_GE answers_NN2 by_II those_DD2 marking_VVG papers_NN2 ,_YCOM through_II strong_JJ hints_NN2 and_CC suggestions_NN2 while_CS the_AT exam_NN1 is_VBZ	<<< being_VBG sat_VVN >>>	,_YCOM to_II subjective_JJ interpretations_NN2 of_IO marking_VVG criteria_NN2 that_CST can_VM be_VBI (_YBL in_II English_JJ reading_NN1 and_CC writing_NN1 ,_YCOM for_REX21 instance_REX22 )_YBR	UK	2000s	newspaper	Denver Post	2004	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=503	368088423	368088424
505	NB3__040323	run a similar exam for would-be law students applying this autumn . The new Oxford-only history test is expected to	<<< be sat >>>	by pupils in schools and colleges in November , allowing admissions tutors to whittle down applicant numbers before inviting candidates	run_VVI a_AT1 similar_JJ exam_NN1 for_IF would-be_JJ law_NN1 students_NN2 applying_VVG this_DD1 autumn_NNT1 ._YSTP The_AT new_JJ Oxford-only_JJ history_NN1 test_NN1 is_VBZ expected_VVN to_TO	<<< be_VBI sat_VVN >>>	by_II pupils_NN2 in_II schools_NN2 and_CC colleges_NN2 in_II November_NPM1 ,_YCOM allowing_VVG admissions_NN2 tutors_NN2 to_TO whittle_VVI down_RP applicant_NN1 numbers_NN2 before_II inviting_JJ candidates_NN2	UK	2000s	newspaper	Denver Post	2004	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=504	368379193	368379194
506	NB3__040514	and could be affected , he added . The QCA said in a statement : " With any test that	<<< is sat >>>	by 600 000 children , there will inevitably be a small number of cases where a recent experience may make	and_CC could_VM be_VBI affected_VVN ,_YCOM he_PPHS1 added_VVD ._YSTP The_AT QCA_NP1 said_VVD in_II a_AT1 statement_NN1 :_YCOL "_YQUO With_IW any_DD test_VV0 that_DD1	<<< is_VBZ sat_VVN >>>	by_II 600_MC 000_MC children_NN2 ,_YCOM there_EX will_VM inevitably_RR be_VBI a_AT1 small_JJ number_NN1 of_IO cases_NN2 where_RRQ a_AT1 recent_JJ experience_NN1 may_VM make_VVI	UK	2000s	newspaper	Denver Post	2004	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=505	370924060	370924061
507	NB3__040602	in their Sunday best and the atmosphere stiff and awkward . One girl who kind of looked like a horse	<<< was sat >>>	at the piano ... After a while she stopped and you came in with the tea ... You asked me	in_II their_APPGE Sunday_NP1 best_JJT and_CC the_AT atmosphere_NN1 stiff_NN1 and_CC awkward_JJ ._YSTP One_MC1 girl_NN1 who_PNQS kind_RR21 of_RR22 looked_VVN like_II a_AT1 horse_NN1	<<< was_VBDZ sat_VVN >>>	at_II the_AT piano_NN1 ..._YLIP After_CS a_AT1 while_NNT1 she_PPHS1 stopped_VVD and_CC you_PPY came_VVD in_RP with_IW the_AT tea_NN1 ..._YLIP You_PPY asked_VVD me_PPIO1	UK	2000s	newspaper	Denver Post	2004	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=506	371794765	371794766
508	NB3__040706	, you recall De Bernires ( pictured below ) saying in 2002 that writing his new novel was " like	<<< being stood >>>	stark naked in Trafalgar Square and being told to get an erection " . Although he has since denied suffering	,_YCOM you_PPY recall_VV0 De_NP1 Bernires_NP1 (_YBL pictured_VVN below_RL )_YBR saying_VVG in_II 2002_MC that_CST writing_VVG his_APPGE new_JJ novel_NN1 was_VBDZ "_YQUO like_II	<<< being_VBG stood_VVN >>>	stark_RG naked_JJ in_II Trafalgar_NP1 Square_NNL1 and_CC being_VBG told_VVN to_TO get_VVI an_AT1 erection_NN1 "_YQUO ._YSTP Although_CS he_PPHS1 has_VHZ since_RR denied_VVN suffering_JJ	UK	2000s	newspaper	Denver Post	2004	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=507	373506729	373506730
509	NB3__040710	The first of a series of pupil witnesses , who also can not be named , said : " We	<<< were stood >>>	outside the prep room . Luke came out of the science room . " It looked like ( the defendant	The_AT first_MD of_IO a_AT1 series_NN of_IO pupil_NN1 witnesses_NN2 ,_YCOM who_PNQS also_RR can_VM not_XX be_VBI named_VVN ,_YCOM said_VVD :_YCOL "_YQUO We_PPIS2	<<< were_VBDR stood_VVN >>>	outside_II the_AT prep_NN1 room_NN1 ._YSTP Luke_NP1 came_VVD out_II21 of_II22 the_AT science_NN1 room_NN1 ._YSTP "_YQUO It_PPH1 looked_VVD like_II (_YBL the_AT defendant_NN1	UK	2000s	newspaper	Denver Post	2004	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=508	373753935	373753936
510	NB3__040719	, there are no plans to bring wind farms to the Peak District National Park . The lynch mobs can	<<< be stood >>>	down . But were they to be built across these clouded hills , there is no doubt our history would	,_YCOM there_EX are_VBR no_AT plans_NN2 to_TO bring_VVI wind_NN1 farms_NN2 to_II the_AT Peak_NN1 District_NN1 National_JJ Park_NN1 ._YSTP The_AT lynch_VV0 mobs_NN2 can_VM	<<< be_VBI stood_VVN >>>	down_RP ._YSTP But_CCB were_VBDR they_PPHS2 to_TO be_VBI built_VVN across_II these_DD2 clouded_VVN hills_NN2 ,_YCOM there_EX is_VBZ no_RR21 doubt_RR22 our_APPGE history_NN1 would_VM	UK	2000s	newspaper	Denver Post	2004	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=509	374183626	374183627
511	NB3__040827	authorities and union leaders - agreed a compromise . Thousands of soldiers at a training area in Gloucestershire are to	<<< be stood >>>	down and Whitehall 's planto requisition modern red engines will be rescinded now that the Fire Brigades union has decided	authorities_NN2 and_CC union_NN1 leaders_NN2 -_YDSH agreed_VVD a_AT1 compromise_NN1 ._YSTP Thousands_NNO2 of_IO soldiers_NN2 at_II a_AT1 training_NN1 area_NN1 in_II Gloucestershire_NP1 are_VBR to_TO	<<< be_VBI stood_VVN >>>	down_RP and_CC Whitehall_NP1 's_GE planto_NN1 requisition_VV0 modern_JJ red_JJ engines_NN2 will_VM be_VBI rescinded_VVN now_CS21 that_CS22 the_AT Fire_NN1 Brigades_NN2 union_NN1 has_VHZ decided_VVN	UK	2000s	newspaper	Denver Post	2004	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=510	375675966	375675967
512	NB3__040831	neurosurgeons are wowing prospective partners with tales of miraculous operations while heart specialists lead the Macarena . The proctologists meanwhile	<<< are sat >>>	round their table , smelling suspiciously of soap , hoping someone will talk to them . I now realise how	neurosurgeons_NN2 are_VBR wowing_VVG prospective_JJ partners_NN2 with_IW tales_NN2 of_IO miraculous_JJ operations_NN2 while_CS heart_NN1 specialists_NN2 lead_VV0 the_AT Macarena_NP1 ._YSTP The_AT proctologists_NN2 meanwhile_RR	<<< are_VBR sat_VVN >>>	round_II their_APPGE table_NN1 ,_YCOM smelling_VVG suspiciously_RR of_IO soap_NN1 ,_YCOM hoping_VVG someone_PN1 will_VM talk_VVI to_II them_PPHO2 ._YSTP I_PPIS1 now_RT realise_VV0 how_RGQ	UK	2000s	newspaper	Denver Post	2004	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=511	375805168	375805169
513	NB3__040910	to be acknowledged in the government-commissioned Tomlinson report on 14-19 qualifications , due next month . Over 30 million papers	<<< are sat >>>	annually by young people , who take national tests at seven , 11 and 14 , and external exams including	to_TO be_VBI acknowledged_VVN in_II the_AT government-commissioned_JJ Tomlinson_NN1 report_NN1 on_II 14-19_MCMC qualifications_NN2 ,_YCOM due_JJ next_MD month_NNT1 ._YSTP Over_RG 30_MC million_NNO papers_NN2	<<< are_VBR sat_VVN >>>	annually_RR by_II young_JJ people_NN ,_YCOM who_PNQS take_VV0 national_JJ tests_NN2 at_II seven_MC ,_YCOM 11_MC and_CC 14_MC ,_YCOM and_CC external_JJ exams_NN2 including_II	UK	2000s	newspaper	Denver Post	2004	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=512	376352802	376352803
514	NB3__041015	drew 3-3 against Austria . But there is exciting news to come for Northern Ireland ... IRISH GOLD If you	<<< are sat >>>	reading this at a desk and looking for a new career , the Wrap - which is not qualified to	drew_VVD 3-3_MCMC against_II Austria_NP1 ._YSTP But_CCB there_EX is_VBZ exciting_JJ news_NN1 to_TO come_VVI for_IF Northern_NP1 Ireland_NP1 ..._YLIP IRISH_JJ GOLD_NN1 If_CS you_PPY	<<< are_VBR sat_VVN >>>	reading_VVG this_DD1 at_II a_AT1 desk_NN1 and_CC looking_VVG for_IF a_AT1 new_JJ career_NN1 ,_YCOM the_AT Wrap_NN1 -_YDSH which_DDQ is_VBZ not_XX qualified_VVN to_TO	UK	2000s	newspaper	Denver Post	2004	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=513	377068026	377068027
515	NB3__041018	her husband about posthumous conception happened in this room . " Over there , " she points . " We	<<< were sat >>>	round that table . I can picture his face . I 've been over it so many times , it	her_APPGE husband_NN1 about_II posthumous_JJ conception_NN1 happened_VVD in_II this_DD1 room_NN1 ._YSTP "_YQUO Over_II there_RL ,_YCOM "_YQUO she_PPHS1 points_VVZ ._YSTP "_YQUO We_PPIS2	<<< were_VBDR sat_VVN >>>	round_II that_DD1 table_NN1 ._YSTP I_PPIS1 can_VM picture_VVI his_APPGE face_NN1 ._YSTP I_PPIS1 've_VH0 been_VBN over_II it_PPH1 so_RG many_DA2 times_NNT2 ,_YCOM it_PPH1	UK	2000s	newspaper	Denver Post	2004	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=514	377071683	377071684
516	NB5__011112	a no-hoper compared with Jack McConnell , the education minister . By the end of the day her team was	<<< being stood >>>	down because she had decided not to stand , the latest stunning development in the rollercoaster world of Scottish politics	a_AT1 no-hoper_NN1 compared_VVN with_IW Jack_NP1 McConnell_NP1 ,_YCOM the_AT education_NN1 minister_NN1 ._YSTP By_II the_AT end_NN1 of_IO the_AT day_NNT1 her_APPGE team_NN1 was_VBDZ	<<< being_VBG stood_VVN >>>	down_RP because_CS she_PPHS1 had_VHD decided_VVN not_XX to_TO stand_VVI ,_YCOM the_AT latest_JJT stunning_JJ development_NN1 in_II the_AT rollercoaster_NN1 world_NN1 of_IO Scottish_JJ politics_NN1	UK	2000s	newspaper	Denver Post	2001	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=515	378692562	378692563
517	NB5__011117	problematic'' for the exams body . He said that of entries received so far for the first winter diet to	<<< be sat >>>	this January , three-quarters were from school pupils and 90% were resits - despite the fact that the winter diet	problematic''_NN1 for_IF the_AT exams_NN2 body_NN1 ._YSTP He_PPHS1 said_VVD that_DD1 of_IO entries_NN2 received_VVD so_RG far_RR for_IF the_AT first_MD winter_NNT1 diet_NN1 to_TO	<<< be_VBI sat_VVN >>>	this_DD1 January_NPM1 ,_YCOM three-quarters_MF were_VBDR from_II school_NN1 pupils_NN2 and_CC 90%_NNU were_VBDR resits_NN2 -_YDSH despite_II the_AT fact_NN1 that_CST the_AT winter_NNT1 diet_NN1	UK	2000s	newspaper	Denver Post	2001	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=516	379183321	379183322
518	NB5__011117	from China . Return journey In 1995 Ballard took the children to base camp of K2 to celebrate their mother	<<< 's Sat >>>	17-Nov-2001 Eat in and take away your cure Lorna Hill We 're all used to popping into our local Chinese	from_II China_NP1 ._YSTP Return_VV0 journey_NN1 In_II 1995_MC Ballard_NP1 took_VVD the_AT children_NN2 to_TO base_VVI camp_NN1 of_IO K2_NP1 to_TO celebrate_VVI their_APPGE mother_NN1	<<< 's_VBZ Sat_VVN >>>	17-Nov-2001_MC Eat_VV0 in_RP and_CC take_VV0 away_RL your_APPGE cure_NN1 Lorna_NP1 Hill_NNL1 We_PPIS2 're_VBR all_DB used_JJ to_II popping_VVG into_II our_APPGE local_JJ Chinese_JJ	UK	2000s	newspaper	Denver Post	2001	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=517	379229009	379229010
519	NB5__011123	long windward leg to Ascension Island . Positions , Digest , below Fri 23-Nov-2001 Test is made unofficial as Denness	<<< is stood >>>	down John Skilbeck in centurion South Africa 's third and final Test against India was stripped of its official status	long_JJ windward_JJ leg_NN1 to_II Ascension_NP1 Island_NNL1 ._YSTP Positions_NN2 ,_YCOM Digest_VV0 ,_YCOM below_II Fri_NPD1 23-Nov-2001_MC Test_NN1 is_VBZ made_VVN unofficial_JJ as_CSA Denness_NP1	<<< is_VBZ stood_VVN >>>	down_II John_NP1 Skilbeck_NP1 in_II centurion_NN1 South_NP1 Africa_NP1 's_GE third_MD and_CC final_JJ Test_NN1 against_II India_NP1 was_VBDZ stripped_VVN of_IO its_APPGE official_JJ status_NN1	UK	2000s	newspaper	Denver Post	2001	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=518	379616001	379616002
